Participant_ID,Gender_Code,Age,CEFR_Code,AI_Experience_Months,Interview_Language,Included_in_Final,Voice_Preservation_Mean,Identity_Alignment_Mean,Agency_Retention_Mean,Authenticity_Concern_Mean,AGS_Total_Mean,Grammar_Errors_AI_Voice,Grammar_Errors_Raw,MTLD_AI_Voice,MTLD_Raw,Stance_Markers_AI_Voice,Stance_Markers_Raw,First_Person_Expressions_AI_Voice,First_Person_Expressions_Raw
P01,1,23,3,9,,1,2.333,3.0,2.667,3.333,2.833,0.7189431926271137,7.334497236586706,80.54630153771723,48.33858947496882,1.350113252525502,5.176699911671152,0.5137339733942385,3.014551264931157
P02,0,29,2,27,,1,2.0,1.667,2.667,3.0,2.334,0.6867784890628515,14.04323557715292,88.15314112260498,51.04028710393885,1.066210779619155,3.886854873492148,1.350088554069828,1.914315554130372
P03,1,19,2,28,,1,4.333,2.0,3.0,2.333,2.916,1.945491412848536,10.80457070161121,84.94971628589684,65.67076440374774,1.864044860413358,4.109188656090609,0.9832129616638454,1.844254709810019
P04,1,32,1,18,English,1,3.667,2.333,3.667,1.333,2.75,0.7169387827750022,5.972567256805411,99.26734157470347,50.2167521209817,1.012011624471903,3.081094012572329,1.05664767850931,3.129146996180959
P05,0,34,3,32,,1,4.0,2.0,2.667,3.667,3.084,1.321810228489119,10.0876479987827,94.89368292116792,66.74312032484711,0.5038493806354964,3.53275055328626,1.226162480296999,2.669352907219469
P06,1,25,3,16,,1,2.667,2.333,2.667,3.0,2.667,1.787953093566982,11.60343240028112,81.33079818780776,67.00666752148089,0.7703339142430647,4.463523441220371,0.8375597324625546,2.314127798910174
P07,1,27,1,25,,1,4.667,5.0,2.0,2.333,3.5,1.679030547260769,9.68290185812419,97.55635322355367,42.27033991723339,1.107017431197895,5.560036129187178,0.5036290521582336,2.397633469939134
P08,0,24,2,15,English,1,2.333,4.667,2.667,3.667,3.334,1.606170159760731,8.26977503902745,89.8234870053555,65.78251704177225,1.112041118023707,3.339522769512104,1.431468312754728,2.742384917080971
P09,0,19,1,13,,1,3.333,2.667,3.333,1.667,2.75,2.131129535820082,7.714127745591544,80.09116347590873,63.66082395349571,1.216983981724654,3.693085680473841,1.38833328750233,2.805251500124464
P10,0,24,3,29,,1,3.667,1.667,2.667,2.333,2.584,2.555209972391231,9.224079118145102,94.95725799131803,63.80257479640625,1.574198010204271,2.19644790609967,1.066264968024686,1.974728112842168
P11,0,32,2,24,,1,2.333,4.0,4.0,2.0,3.083,1.617248469094922,11.67705237640694,97.93015188423455,59.90069778835267,0.6354548037406537,3.888925543855776,0.4349445561564936,2.202414030945033
P12,1,34,1,30,English,1,2.333,3.0,4.0,3.0,3.083,1.657864444475329,5.940902788981236,84.23953913144504,47.33872616177405,1.084191801099899,3.667672400422135,0.2015503082392705,2.934587862018925
P13,0,24,3,5,,1,2.667,4.0,2.667,3.0,3.084,2.16688051362952,13.59070975459752,84.65386456878392,67.3437304324269,1.46266079454585,4.612365019934827,0.4267208533038037,2.409842641056903
P14,0,32,2,20,,1,4.333,3.333,3.333,4.333,3.833,2.132392150805412,6.805915858639198,91.92137247306917,57.93938103595394,0.5054444193321116,3.01476079833661,0.8238448857782839,1.056001398598334
P15,1,29,1,27,,1,3.667,3.0,3.333,3.333,3.333,1.846108398110483,14.01809285706912,88.56767957529503,67.80700535034228,1.422014868306669,4.757444985482316,0.4959723971849898,1.578230715886229
P16,0,32,2,29,English,1,2.333,2.667,2.333,3.333,2.666,2.074155182370863,14.61310085178965,94.67499089215849,64.08579546510379,0.6372892972658322,2.260491506971678,1.195718490482508,3.0698736589024
P17,0,25,2,5,,1,3.0,3.333,3.0,4.333,3.416,2.002261881844626,13.65291546601964,92.0712261673028,64.00537525451458,0.8610772615409701,2.613677952499276,0.9594753412593671,2.914542518002916
P18,0,31,3,9,,1,3.333,3.333,4.333,3.667,3.666,1.246807582086528,8.963073254668178,96.11773677226773,57.4431828256799,1.298303188385412,3.712859088183149,0.9689030061019872,1.024789238515827
P19,1,22,2,32,,1,2.667,4.0,4.0,3.333,3.5,1.228947899372393,9.420758287816401,96.77665269435161,63.31130330762088,0.9603946954431501,5.348807312151522,0.7090659718832353,2.475934929511769
P20,1,32,2,19,English,1,2.0,2.0,3.333,3.667,2.75,2.694553050747835,11.23110665834506,83.05727911327628,43.35883433258061,1.036204287843254,3.0123120470414,1.282068244570676,3.32918722907637
P21,0,20,2,27,,1,1.333,1.333,2.667,2.667,2.0,2.959925502927139,6.381752659182791,86.56571107351903,57.89474527837579,1.029617018442668,2.477924573391603,0.9516500588413517,3.927709762074115
P22,0,20,3,22,,1,3.667,3.667,2.0,2.667,3.0,2.556285570246105,8.79781973369856,96.46802440819042,59.3248297889636,1.412230257796215,2.813329930907556,0.3939533287839406,1.238284238535759
P23,0,34,1,6,,1,2.667,2.667,3.0,2.333,2.667,2.521470986898729,6.471712919459074,96.44565485296951,53.85080227250575,0.5261960506229061,4.800429839413024,0.5611953050559921,1.808506941189917
P24,0,21,3,13,English,1,2.667,3.333,4.0,4.0,3.5,1.812813549911106,10.70395946186744,91.53446670145371,56.06337596747279,1.967964408248106,3.854545135584897,1.38855798785644,1.265506924567842
P25,1,21,1,14,,1,2.333,2.333,4.0,4.333,3.25,2.754785349219896,11.2933768319036,82.72861229040653,52.42956834608158,1.766067642635243,5.726420978350049,0.3341001316507409,2.43860337678091
P26,0,22,2,28,,1,3.0,3.0,3.667,1.667,2.834,2.896241272543834,11.05477180156705,98.15951305844493,58.10952498104551,1.104018924884969,4.189291032704456,1.483284427371759,3.243911217526492
P27,1,28,3,18,,1,2.0,2.0,3.0,4.333,2.833,1.519869083564181,5.24748271023607,93.99678623163645,41.29185077150839,1.600536790443746,4.974404670991078,0.2131299179582795,3.958060846159254
P28,1,28,1,17,English,1,4.0,4.667,3.667,2.333,3.667,2.734957206911048,14.9528267843124,80.23836718382267,41.75872096159554,1.994572500247084,2.036641094967367,0.7712149209044099,1.408707113036976
P29,0,33,2,24,,1,3.0,3.0,4.0,3.333,3.333,2.670846727194152,9.479956853817384,81.05795738178702,58.31768301048363,0.6720690378732003,2.994869873713459,0.6849315375301268,1.015304116813867
P30,1,21,1,16,,1,3.0,1.333,3.0,3.0,2.583,1.119131009548357,9.607774522661403,87.33360593377368,68.54162377901767,0.6725440092745066,4.406569938911208,0.2623198362268662,1.270233159105479
P31,1,19,2,1,,1,2.333,4.333,2.667,3.667,3.25,0.9571910450523742,8.638279657156511,86.66319625999415,49.85640533415585,0.7119611621021102,4.058597424992845,1.059080914740247,1.129447563428646
P32,1,30,1,3,English,1,3.0,1.667,3.0,2.0,2.417,2.275855657733135,12.64210515401055,94.42237603869489,69.90239980920413,1.751924837153172,3.64745929279113,0.9331901937675691,1.164816601155626
P33,0,19,2,4,,1,2.333,3.667,2.667,2.333,2.75,2.058228252318325,13.65865920474323,99.80962317906412,50.24728788790855,1.625945825919386,4.858102020185029,1.401925853874234,2.07371574329804
P34,0,24,3,18,,1,2.333,4.333,2.0,2.333,2.75,2.285335158474535,5.194728430697716,92.68499933857188,60.5891790552301,0.6194051881765462,2.881908484591624,0.9788010140693857,1.670570716803525
P35,1,33,2,21,,1,3.0,2.0,4.0,3.333,3.083,1.352930191919602,10.94195396169321,94.12693186757491,57.54953590253795,0.9121496342938629,3.228689587679059,0.3978634803353329,3.899505216227837
P36,1,29,2,6,English,1,4.333,3.667,3.0,3.0,3.5,1.888405642537185,10.35131511153194,82.53880003548214,52.04726889180372,1.064213083550851,4.689018165234181,0.3125693094166943,1.344893601808145
P37,0,31,2,34,,1,4.667,2.667,2.333,4.333,3.5,1.072496018451868,13.32633812885621,86.04721173093128,47.54875168055572,1.125245193689447,4.986765017176762,1.262707791231132,2.476299170550936
P38,0,20,2,25,,1,4.0,2.333,3.333,2.0,2.916,1.947627989569196,14.26906705118446,96.89592573713864,62.00058049902828,1.326617647363968,2.901536991405635,0.3977873449506639,2.467721654493651
P39,1,20,3,3,,1,2.667,2.333,3.0,3.667,2.917,1.247762817827415,6.591747363240299,90.55669673371497,41.89725959131446,1.946573955311644,2.924774477339577,0.5325989668966629,1.81518041271297
P40,1,19,2,21,English,1,2.667,3.333,2.0,3.333,2.833,2.186633695409094,12.39699311699324,98.22359327229259,54.1506819542093,0.7825856672238893,3.077371629290686,0.3706046366256293,3.993192908848134
P41,1,33,1,27,,1,3.667,2.333,3.667,3.0,3.167,2.171892909218938,12.88309572358353,92.59631337287257,51.78096881028794,1.616554182448791,5.807008944108919,0.3332514152189082,3.960365089974347
P42,0,31,3,30,,1,2.0,3.0,3.0,3.667,2.917,2.426717003686424,14.13625574087616,96.42185199922196,59.92390738974045,1.768290260937115,3.172731623799176,1.464475002076055,3.215811608128447
P43,1,33,1,16,,1,4.0,2.0,3.0,3.333,3.083,0.5428489217705091,6.81298082937019,86.49082590390331,54.65850984463915,0.8849643776836151,4.371119793172276,0.7520473277429278,3.797307444520519
P44,1,30,3,34,English,1,4.0,2.333,2.0,2.667,2.75,2.547435975306351,9.137848268148126,94.3280394195157,68.24497975230305,0.9956807147401352,4.868650364969431,0.2062313107354233,2.45570629417889
P45,0,31,1,5,,1,2.0,4.333,2.0,2.0,2.583,2.02004501181644,14.26239718243561,80.28565872422256,53.27042755209148,0.8702869841936152,3.105329595057332,1.292082404692373,3.816982719786879
P46,1,24,1,23,,1,3.333,3.667,4.0,4.0,3.75,2.287072430947754,6.304174523201617,89.04324587667487,61.95346403466291,1.265817205722644,5.090812254431302,0.2832747565626932,1.927085079446369
P47,0,27,3,4,,1,2.667,3.0,3.0,3.0,2.917,2.224319666804722,6.790398495202098,86.55110409374366,54.27625889726447,0.7345203585431498,4.238527305178932,0.3020611167112646,2.013077511141069
P48,1,32,1,7,English,1,3.667,2.333,2.667,2.333,2.75,1.716049831044783,13.93899723611796,86.8217546431571,48.04379501677138,1.683588075734963,4.778600881256487,0.7185256229242838,1.52212787071253
P49,0,30,1,1,,1,3.0,2.667,4.667,2.0,3.084,1.008383232739302,10.8625877649231,97.97138923521112,44.6923708410736,1.140444720592134,4.008342291554916,1.224033612465707,1.279500148542383
P50,1,27,2,6,,1,3.0,2.0,1.667,3.333,2.5,2.678595475613901,8.698550540300225,91.9438701787233,55.34166672900162,1.581257991129001,4.399873681816034,0.9251300887864551,1.669427363465446
P51,0,23,2,19,,1,4.0,4.667,2.333,2.667,3.417,2.263326234790017,12.66948835289542,91.06715646434931,60.17289503261149,1.956661192265459,2.262631548023541,1.150511010446437,1.478027188022998
P52,0,24,1,0,English,1,4.0,4.0,2.667,3.0,3.417,1.858280880523898,12.51524829644285,89.74429082269707,50.23131116522465,1.984049204927999,3.362729183424709,1.126271653107672,1.132090683652599
P53,0,22,3,31,,1,2.333,3.667,3.667,2.667,3.084,0.6149425312166661,9.11916811111407,96.51940272640735,59.83346784731386,1.172465608630809,2.786283400566615,1.405146779409937,3.904699182598137
P54,0,26,2,24,,1,4.333,2.667,1.667,3.0,2.917,2.503477415213806,7.127229273511244,98.55267692107792,59.50475462820233,1.567573467681768,4.182521390864931,0.2831097187434499,2.786523063220736
P55,1,32,1,24,,1,3.333,2.333,2.333,4.0,3.0,2.526771475465641,13.04992731355958,86.60285294363526,51.03708232968592,1.839017865995769,5.934243715896325,0.5256952275766681,1.302284887630821
P56,1,23,3,34,English,1,1.333,3.0,1.667,2.0,2.0,0.9823832163556496,12.82183719030895,87.89271647027346,49.92950738462193,1.304769851215317,5.130431224895453,0.5427112721485159,2.000587278676564
P57,0,34,3,17,,1,2.667,1.333,2.667,1.667,2.084,1.181573703276776,13.15045109975371,80.58161067553242,50.34923919900094,1.294423524367522,4.497154160498401,0.3648888378105373,1.345609289709041
P58,0,28,3,27,,1,4.333,4.333,3.333,2.667,3.666,2.492770714058222,12.98165710804242,81.2509127075258,56.46663491248529,0.8341639436119024,5.696524930675184,0.579915722101983,3.885510611071952
P59,1,24,2,29,,1,3.333,3.0,5.0,2.333,3.416,1.761191492553665,6.74835685775999,98.7252018995716,54.71504722379715,0.6581497926403104,2.271523109142681,1.128148071391519,3.259152650579769
P60,0,30,3,13,English,1,2.0,3.667,4.0,2.0,2.917,1.200706568358155,10.71767605783794,86.4546045738885,42.61419223414173,1.647620358983763,3.821528813303813,0.2773491140847807,3.161572786882205
